m_alsm;"Montant annuel versé pour la prestation Allocation de Logement Sociale (ALS)";
m_alsetm;"Montant annuel versé pour la prestation ALSET";
logtm;"Montant annuel versé pour les prestations logement";
pfamm;"Montant annuel versé pour les prestations familiales";
minim;"Montant annuel versé pour les minima sociaux";
revdispm;"Revenu disponible monétaire";
nivviem;"Niveau de vie";
i_pauvre60m;"Indicatrice de ménage pauvre à 60%";"1 - Ménage sous le seuil de pauvreté";"0 - Ménage au-dessus du seuil de pauvreté"
nb_uc;"Nombre d’unités de consommation";
zalvm_n_1;"Pensions alimentaires versées l'année N-1";
zfonm_n_1;"Revenus fonciers du foyer l'année N-1";
zvamm_n_1;"Revenus de valeurs mobilières l'année N-1";
m_aplm_n_1;"Montant annuel versé pour la prestation Aide personnalisée au logement (APL) l'année N-1";
m_alfm_n_1;"Montant annuel versé pour la prestation Allocation de Logement Familiale (ALF) l'année N-1";
m_alsm_n_1;"Montant annuel versé pour la prestation Allocation de Logement Sociale (ALS) l'année N-1";
m_alsetm_n_1;"Montant annuel versé pour la prestation ALSET l'année N-1";
logtm_n_1;"Montant annuel versé pour les prestations logement l'année N-1";
pfamm_n_1;"Montant annuel versé pour les prestations familiales l'année N-1";
minim_n_1;"Montant annuel versé pour les minima sociaux l'année N-1";
revdispm_n_1;"Revenu disponible monétaire l'année N-1";
nivviem_n_1;"Niveau de vie l'année N-1";
i_pauvre60m_n_1;"Indicatrice de ménage pauvre à 60% l'année N-1";"1 - Ménage sous le seuil de pauvreté";"0 - Ménage au-dessus du seuil de pauvreté"
nb_uc_n_1;"Nombre d’unités de consommation l'année N-1";



fideli_adresses_hors_th22
"Table des adresses absentes de la taxe d'habitation 2022"

"Nom de la variable";Libellé;Modalités
csdep;"Code département de l’adresse fiscale de traitement";"Code officiel géographique - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
cne1;"Code commune de l’adresse fiscale de traitement";"Code officiel géographique - <a href='https://www.insee.fr/fr/information/2560452' target=""_blank""> cliquer ici</a>"
rue1;"Numéro de rue au cadastre de l’adresse fiscale de traitement : Code RIVOLI";
noimm1;"Numéro immeuble de l’adresse fiscale de traitement";
btq1;"Indice de répétition dans la Taxe d'habitation";
adresse_rh;"Présence d'une résidence hôtelière à l'adresse";"1 - Présence d'une résidence hôtelière à l'adresse";" - Non"
id_scat1;"Identifiant de la communauté";"11 - Maison de retraite, Ehpad";"12 - Structure Adoma";"13 - Autres foyers de travailleurs";"15 - Structures pour personnes nécessitant des soins médicaux";"16 - Structures pour enfants handicapés";"17 - Structures pour adultes handicapés";"18 - Structures d’aide sociale à l’enfance et de protection judiciaire";"19 - Structures pour adultes et familles avec accompagnement social et psychologique";"21 - Communauté religieuse";"31 - Gendarmerie";"32 - Autre établissement militaire";"41 - Cité universitaire";"42 - Autre internat";"51 - Etablissement pénitentiaire";"61 - Etablissement social de court séjour";"71 - Autre catégorie de communauté"
id_scat2;"Identifiant de la deuxième communauté";"11 - Maison de retraite, Ehpad";"12 - Structure Adoma";"13 - Autres foyers de travailleurs";"15 - Structures pour personnes nécessitant des soins médicaux";"16 - Structures pour enfants handicapés";"17 - Structures pour adultes handicapés";"18 - Structures d’aide sociale à l’enfance et de protection judiciaire";"19 - Structures pour adultes et familles avec accompagnement social et psychologique";"21 - Communauté religieuse";"31 - Gendarmerie";"32 - Autre établissement militaire";"41 - Cité universitaire";"42 - Autre internat";"51 - Etablissement pénitentiaire";"61 - Etablissement social de court séjour";"71 - Autre catégorie de communauté"
nature;"Nature de l'adresse hors taxe d'habitation, n'étant pas une communauté connue au répertoire des communautés";"APPART - Appartement";"BATEAU - Bateau";"CAMPING - Camping";"DOMICIL - Domiciliation";"HOTEL - Hôtel";"MONACO - Monaco";"AUTRES - Autres"
carac_adr;"Nature de l'adresse hors taxe d'habitation";"1 - Communauté";"2 - Logement ordinaire";"3 - Camping, Hôtel";"4 - Domiciliation";"9 - Ex-communauté"



fideli_dependance22
"Table des dépendances des locaux 2022"

"Nom de la variable";Libellé;Modalités
id_loc;"Identifiant local";
cconad;"Nature de dépendance";"BC - Bûcher";"BD - Buanderie";"BX - Box";"CD - Chambre de domestique";"CL - Cellier";"CV - Cave";"DC - Dépendance de local commun";"GA - Garage";"GC - Grenier ou cave";"GP - Garage ou parking";"GR - Grenier";"JH - Jardin d'hiver";"PA - Elément de pur agrément";"PI - Pièce indépendante";"PK - Parking";"PS - Piscine";"RS - Remise";"SR - Serre";"TR - Terrasse";"TT - Toiture-terrasse"



